mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SGCE|8910,282.199753,-0.802219182,0.146260883,-5.484851215,4.14E-08,7.79E-07
TAL1|6886,60.48002759,-0.802661061,0.13862021,-5.790361038,7.02E-09,1.69E-07
LOC149837|149837,188.3017299,-0.802925237,0.194530996,-4.127492552,3.67E-05,0.000266928
QPRT|23475,2927.151619,-0.803162625,0.193235677,-4.156388906,3.23E-05,0.000239779
LOC145837|145837,86.1581928,-0.803910574,0.27085768,-2.968018385,0.002997264,0.011028943
ATP8B2|57198,702.0462418,-0.804189419,0.146556648,-5.48722578,4.08E-08,7.69E-07
FAM19A5|25817,192.1592636,-0.804408055,0.153844314,-5.228714892,1.71E-07,2.60E-06
MCC|4163,280.3294769,-0.804465946,0.135228584,-5.948934195,2.70E-09,7.37E-08
ATRNL1|26033,16.33028833,-0.804477787,0.264998255,-3.035785219,0.002399102,0.009184305
CRYBB1|1414,8.597500121,-0.804484457,0.21971252,-3.661532154,0.000250711,0.001379292
MMP21|118856,0.669736181,-0.80454608,0.300616908,-2.676316794,0.007443625,0.023658234
CHAD|1101,29.19015318,-0.804898639,0.189081962,-4.256876911,2.07E-05,0.000163343
SOX5|6660,18.05336755,-0.805390242,0.191868485,-4.197616096,2.70E-05,0.000205966
TNFRSF8|943,39.99687751,-0.805422289,0.15897278,-5.066416339,4.05E-07,5.50E-06
APCDD1|147495,5302.616273,-0.805637342,0.244469162,-3.295455895,0.000982621,0.004325437
RAB34|83871,587.7241622,-0.805830825,0.128050235,-6.293083522,3.11E-10,1.15E-08
COL10A1|1300,1503.802885,-0.806126212,0.268408083,-3.003360421,0.00267016,0.010039079
CASR|846,1.507514685,-0.806830633,0.307816512,-2.621141497,0.008763588,0.027032891
SLC16A2|6567,350.135212,-0.807151444,0.167235808,-4.826427144,1.39E-06,1.60E-05
FAT4|79633,472.6241421,-0.807197503,0.154426585,-5.227063085,1.72E-07,2.62E-06
SLC45A1|50651,41.16036717,-0.807210556,0.133528007,-6.045252765,1.49E-09,4.49E-08
TXLNB|167838,32.87501415,-0.807354239,0.174079359,-4.637851626,3.52E-06,3.52E-05
MMP11|4320,8250.856733,-0.807363644,0.190557172,-4.236857819,2.27E-05,0.000176999
PCOLCE2|26577,64.06808785,-0.807363983,0.310613522,-2.599255749,0.009342614,0.028433053
FGF12|2257,15.6450666,-0.807680876,0.169311402,-4.770386783,1.84E-06,2.05E-05
FGGY|55277,1403.199411,-0.807828817,0.221884857,-3.640756871,0.000271838,0.001477633
SLC26A10|65012,11.18507611,-0.807961893,0.172644579,-4.679914642,2.87E-06,2.98E-05
TEK|7010,284.7571706,-0.808183693,0.138312781,-5.843159865,5.12E-09,1.28E-07
FBXL7|23194,252.9636842,-0.808814391,0.134911062,-5.99516732,2.03E-09,5.83E-08
FAM135B|51059,4.379705325,-0.808947278,0.324372161,-2.493886271,0.012635302,0.036498739
ADAMTS3|9508,28.4851694,-0.809019478,0.145225622,-5.570776474,2.54E-08,5.08E-07
BFSP2|8419,3.218968269,-0.809035039,0.265953065,-3.042021864,0.002349948,0.009043203
ANGPT1|284,122.4923832,-0.809666545,0.153555417,-5.272797011,1.34E-07,2.11E-06
CHRM5|1133,2.735193909,-0.80987539,0.189180468,-4.280967269,1.86E-05,0.000148851
TWIST1|7291,144.0692585,-0.809934355,0.176528016,-4.588134915,4.47E-06,4.32E-05
COL1A2|1278,86195.84875,-0.810030919,0.173140809,-4.678451729,2.89E-06,2.99E-05
LILRA1|11024,9.602694907,-0.81023687,0.206428057,-3.925032681,8.67E-05,0.000556185
MYO16|23026,8.433221757,-0.810386326,0.178946669,-4.528647164,5.94E-06,5.52E-05
GLIS2|84662,843.9837192,-0.810542287,0.133355651,-6.078049793,1.22E-09,3.81E-08
CCR4|1233,35.50504919,-0.810591604,0.198867783,-4.076032791,4.58E-05,0.000322237
LPL|4023,646.3469554,-0.810690525,0.205264484,-3.949492427,7.83E-05,0.000509826
DOK6|220164,38.71471154,-0.810857371,0.151779961,-5.342321654,9.18E-08,1.53E-06
PCDHA3|56145,14.73380286,-0.811290285,0.262602031,-3.089428825,0.002005418,0.007943026
CALD1|800,10234.0662,-0.811333337,0.149192475,-5.43816529,5.38E-08,9.69E-07
GHRL|51738,5.734480912,-0.811921217,0.189253602,-4.290122923,1.79E-05,0.000143765
IQCA1|79781,17.94250865,-0.812262059,0.199856764,-4.064221006,4.82E-05,0.000336041
TBX15|6913,40.46519036,-0.812335257,0.202209568,-4.017293873,5.89E-05,0.000398405
RTN4RL1|146760,71.57572777,-0.812948665,0.302406653,-2.688263165,0.007182477,0.022959586
CACNA1I|8911,18.9296727,-0.813121055,0.246316608,-3.301121517,0.000962992,0.004250255
SLC10A4|201780,7.860331756,-0.813176433,0.207849109,-3.912340251,9.14E-05,0.000582702
A2M|2,14380.63138,-0.813430769,0.135429048,-6.0063242,1.90E-09,5.52E-08
PRKAA2|5563,125.7112199,-0.814681903,0.299796058,-2.717453687,0.006578636,0.021314913
HERC5|51191,177.2076256,-0.815080581,0.175792353,-4.636609988,3.54E-06,3.54E-05
SYNC|81493,295.8540193,-0.815169203,0.201091237,-4.053728117,5.04E-05,0.000349291
KCTD16|57528,22.24243113,-0.815405319,0.273634447,-2.979907414,0.002883355,0.010689903
RAB9B|51209,9.965497037,-0.815809795,0.180615718,-4.516826142,6.28E-06,5.79E-05
ZNF626|199777,43.10542973,-0.815834232,0.152630341,-5.345164173,9.03E-08,1.51E-06
LRFN1|57622,57.9864089,-0.816949341,0.19372388,-4.21708124,2.47E-05,0.000190794
RASSF2|9770,626.45379,-0.817125501,0.143907933,-5.678112955,1.36E-08,3.01E-07
GPX7|2882,277.6630835,-0.817682294,0.128323647,-6.372031313,1.87E-10,7.29E-09
DLGAP3|58512,12.01877884,-0.817949403,0.150136628,-5.448033653,5.09E-08,9.21E-07
WDFY4|57705,291.6916717,-0.819184519,0.190753626,-4.294463694,1.75E-05,0.000141494
FAM196A|642938,6.466106852,-0.819285364,0.173404878,-4.724696189,2.30E-06,2.48E-05
SIAH3|283514,1.484262214,-0.819452587,0.284291426,-2.882438624,0.0039461,0.01390312
SCARF2|91179,419.656589,-0.819660112,0.154444093,-5.307163886,1.11E-07,1.80E-06
CST6|1474,20.60954343,-0.819702333,0.278992392,-2.938081308,0.003302504,0.011957899
CRHBP|1393,3.594419636,-0.820457327,0.206390978,-3.975257713,7.03E-05,0.000465691
NR4A3|8013,226.4568563,-0.820516436,0.187217266,-4.382696388,1.17E-05,1.00E-04
TMEM47|83604,658.6055399,-0.820561734,0.146659012,-5.595031116,2.21E-08,4.53E-07
TPSAB1|7177,464.5518872,-0.820833285,0.187738864,-4.372207574,1.23E-05,0.000104357
TNC|3371,6221.010012,-0.820884436,0.194433778,-4.221922981,2.42E-05,0.000187246
RYR3|6263,19.60288843,-0.820992565,0.134770619,-6.091777076,1.12E-09,3.54E-08
PDE3A|5139,425.2921774,-0.821284863,0.198720032,-4.132874053,3.58E-05,0.000262031
GGTA1|2681,103.9213258,-0.82133,0.173931898,-4.722135552,2.33E-06,2.51E-05
FAM163A|148753,16.49116043,-0.822150475,0.176817544,-4.64971097,3.32E-06,3.37E-05
FKBP1B|2281,119.5450419,-0.822345757,0.181749379,-4.524613852,6.05E-06,5.60E-05
RRAGD|58528,290.0190696,-0.822369435,0.161611402,-5.088560725,3.61E-07,4.97E-06
COL1A1|1277,136823.182,-0.822470825,0.183052965,-4.493075693,7.02E-06,6.38E-05
RLTPR|146206,154.3680927,-0.822787317,0.207838194,-3.95878785,7.53E-05,0.000492767
VAX2|25806,8.812626004,-0.823195252,0.242256478,-3.398031945,0.000678725,0.003173519
C6orf176|90632,6.605768848,-0.823277705,0.277237131,-2.969579512,0.002982076,0.010984631
DRD2|1813,230.8887315,-0.823439909,0.320222108,-2.571464896,0.010126928,0.030421858
MFAP2|4237,1105.745953,-0.824636761,0.145669959,-5.660993959,1.50E-08,3.27E-07
PHYHIP|9796,70.45147841,-0.824754414,0.198207172,-4.161072501,3.17E-05,0.000235746
LOC144571|144571,22.81749639,-0.825116677,0.117368333,-7.030147388,2.06E-12,1.50E-10
ZEB1|6935,834.9412497,-0.825264353,0.134899381,-6.117628898,9.50E-10,3.07E-08
PKHD1|5314,38.79704419,-0.825303921,0.318587441,-2.590509901,0.009583386,0.029042061
GDAP1L1|78997,4.110551371,-0.82558756,0.231842619,-3.560982725,0.000369469,0.001917138
MAN1C1|57134,274.5284012,-0.825622249,0.151106623,-5.463838922,4.66E-08,8.55E-07
NLRP12|91662,8.250508421,-0.825682044,0.204904069,-4.029602976,5.59E-05,0.000381205
ACSL6|23305,494.3910566,-0.82573836,0.27038901,-3.05389025,0.002258947,0.008761525
TSPYL5|85453,173.359215,-0.826873774,0.14373827,-5.752634807,8.79E-09,2.05E-07
PHKG1|5260,15.48162814,-0.827297877,0.177565567,-4.659112088,3.18E-06,3.23E-05
FUZ|80199,243.1453221,-0.827627281,0.16593948,-4.987524858,6.12E-07,7.79E-06
TMEM200C|645369,15.88330285,-0.827705908,0.179298759,-4.616350453,3.91E-06,3.84E-05
C1orf70|339453,10.1964752,-0.828139594,0.15494598,-5.344698809,9.06E-08,1.51E-06
VCAN|1462,6115.669385,-0.82862058,0.168509562,-4.917350519,8.77E-07,1.07E-05
MYO1H|283446,6.64487255,-0.829630343,0.220872772,-3.756145846,0.00017255,0.001005437
ISX|91464,916.5337117,-0.829740499,0.220235523,-3.767514379,0.000164881,0.000966098
C16orf45|89927,299.9023943,-0.830542054,0.128632348,-6.456712232,1.07E-10,4.42E-09
IL7R|3575,215.8347403,-0.83068934,0.198673933,-4.181169255,2.90E-05,0.000219022
PTHLH|5744,72.96535157,-0.8315977,0.177686249,-4.680146635,2.87E-06,2.97E-05
MBL1P|8512,3.904717455,-0.832121828,0.192158743,-4.33038754,1.49E-05,0.000122647
OIT3|170392,56.5469856,-0.832348503,0.221119961,-3.76423955,0.000167057,0.000978272
ALPK2|115701,101.8331397,-0.832669046,0.175592015,-4.742066684,2.12E-06,2.31E-05
SLC26A2|1836,4918.080853,-0.832820943,0.220635919,-3.774638994,0.00016024,0.000943324
CLIP4|79745,170.9350135,-0.833051956,0.171973509,-4.844071397,1.27E-06,1.48E-05
FAM38B|63895,91.84751288,-0.833382755,0.191095742,-4.361074433,1.29E-05,0.000108824
LTB|4050,281.5743331,-0.833531444,0.143383022,-5.813320384,6.12E-09,1.50E-07
IGF2AS|51214,7.236438135,-0.835710203,0.30941193,-2.700963087,0.006913901,0.022225397
PPP1R3G|648791,84.5027856,-0.835843892,0.155936584,-5.36015263,8.32E-08,1.41E-06
CPZ|8532,605.5349942,-0.83627649,0.161061389,-5.192284098,2.08E-07,3.09E-06
PCDHGA12|26025,61.93320521,-0.836399458,0.186458003,-4.485725707,7.27E-06,6.57E-05
ISLR|3671,3058.578358,-0.836842268,0.170559847,-4.906443582,9.27E-07,1.12E-05
BCAM|4059,1376.811457,-0.837569633,0.131665648,-6.361337566,2.00E-10,7.68E-09
ZNF85|7639,109.7360241,-0.837593207,0.18172175,-4.609207238,4.04E-06,3.96E-05
LOC400804|400804,0.61582018,-0.838508272,0.350694181,-2.390995681,0.016802751,0.046137774
NALCN|259232,36.65874468,-0.838854156,0.278320183,-3.013989672,0.002578366,0.0097471
NPY1R|4886,60.10023016,-0.838911218,0.255022941,-3.289551972,0.00100347,0.004402676
ITGA11|22801,1564.551354,-0.838948584,0.186664675,-4.494415381,6.98E-06,6.34E-05
CHRNA1|1134,43.80830591,-0.838965939,0.200279834,-4.188968613,2.80E-05,0.000212754
ARHGAP20|57569,40.89291454,-0.839521519,0.182523662,-4.599521556,4.23E-06,4.12E-05
GLT8D2|83468,354.439558,-0.839592662,0.150701741,-5.571220713,2.53E-08,5.07E-07
DEFA1B|728358,2.825975526,-0.839754334,0.323600107,-2.595037261,0.009458066,0.028732031
ELOVL4|6785,28.96666057,-0.839801364,0.145391463,-5.776139461,7.64E-09,1.82E-07
C7orf10|79783,81.04260329,-0.839973582,0.168262615,-4.992039256,5.97E-07,7.64E-06
DIO2|1734,607.6596932,-0.840065478,0.165203347,-5.085039087,3.68E-07,5.05E-06
NAPSB|256236,152.0366667,-0.840344476,0.191051953,-4.398512884,1.09E-05,9.35E-05
P2RY14|9934,89.8301863,-0.84111977,0.146021958,-5.760227992,8.40E-09,1.97E-07
ART4|420,5.753979959,-0.841379181,0.323165897,-2.60355189,0.00922633,0.028160584
FBXL22|283807,60.35016486,-0.841791028,0.132224677,-6.366368576,1.94E-10,7.47E-09
HYDIN|54768,29.84599851,-0.8425006,0.238066923,-3.538923381,0.000401762,0.002054845
ZNF667|63934,18.3667917,-0.843606135,0.166144815,-5.077535128,3.82E-07,5.23E-06
FOXC2|2303,20.23441573,-0.844661588,0.226718494,-3.725596331,0.000194854,0.00111653
AKT3|10000,456.7041564,-0.844684849,0.146338626,-5.772125033,7.83E-09,1.85E-07
GCM1|8521,5.244338006,-0.844741954,0.292303765,-2.889945513,0.003853086,0.013613784
SEC14L5|9717,18.70193394,-0.84475445,0.194369427,-4.346128219,1.39E-05,0.00011536
ZIK1|284307,25.18763455,-0.844829201,0.145100224,-5.822383846,5.80E-09,1.43E-07
ADAMTS1|9510,1098.808957,-0.844994031,0.134519026,-6.281594937,3.35E-10,1.23E-08
PALM3|342979,193.4163567,-0.84535054,0.239514881,-3.529428054,0.000416459,0.002119711
SALL4|57167,158.1374643,-0.846303919,0.172590254,-4.903544085,9.41E-07,1.14E-05
C6orf174|387104,99.30458039,-0.846450628,0.201858995,-4.193276738,2.75E-05,0.000209388
LOC283731|283731,10.20755215,-0.847034532,0.21496361,-3.94036242,8.14E-05,0.000527736
C16orf86|388284,42.92018548,-0.847066278,0.110318415,-7.678376094,1.61E-14,2.35E-12
ZNF366|167465,37.70742671,-0.848050229,0.162867622,-5.206990929,1.92E-07,2.89E-06
MDGA1|266727,122.6346638,-0.84810248,0.177195469,-4.786253758,1.70E-06,1.91E-05
PABPC4L|132430,23.80213193,-0.848649022,0.145519615,-5.831853118,5.48E-09,1.36E-07
TSGA10IP|254187,0.711364306,-0.849717843,0.291774233,-2.91224429,0.003588419,0.012828244
EFS|10278,151.9239635,-0.850129496,0.142969544,-5.946227919,2.74E-09,7.48E-08
PLEKHG4B|153478,10.57280016,-0.851210076,0.232803504,-3.656345636,0.000255836,0.001403241
ZNF256|10172,96.08989087,-0.851363144,0.181446919,-4.692078249,2.70E-06,2.83E-05
CD300E|342510,7.724215214,-0.852035139,0.31692532,-2.688441359,0.007178644,0.022951004
CYSLTR1|10800,33.60144147,-0.852129609,0.170938297,-4.98501285,6.20E-07,7.87E-06
CCDC158|339965,2.173602902,-0.85218867,0.219969364,-3.874124354,0.000107009,0.000667695
NECAB2|54550,2.899694569,-0.852832742,0.275196337,-3.098997432,0.001941767,0.00773073
ATP8A2|51761,6.420518601,-0.853697496,0.188930838,-4.518571468,6.23E-06,5.75E-05
TNFAIP8L3|388121,184.2193239,-0.853869315,0.177734064,-4.804196206,1.55E-06,1.77E-05
C5orf40|408263,2.621657127,-0.854283024,0.233223658,-3.662934675,0.000249342,0.001374027
GRIP1|23426,91.40116707,-0.854290931,0.178419067,-4.788114563,1.68E-06,1.90E-05
IGDCC3|9543,2.515764749,-0.854298952,0.330741083,-2.582984077,0.009794984,0.02958467
HPCAL4|51440,4.228073876,-0.854566813,0.206189407,-4.144571854,3.40E-05,0.000251044
SCRT1|83482,1.918816614,-0.854776091,0.287119418,-2.977075172,0.002910126,0.010771184
VCAM1|7412,825.5384487,-0.855128162,0.148277596,-5.767075991,8.07E-09,1.90E-07
CHRM4|1132,8.874240612,-0.855243173,0.221894058,-3.854286051,0.000116068,0.000715734
KCNIP3|30818,64.09041862,-0.855264323,0.171614603,-4.983633724,6.24E-07,7.91E-06
COPZ2|51226,205.0461142,-0.855711181,0.149787213,-5.712845332,1.11E-08,2.51E-07
STAP1|26228,15.79843319,-0.855745098,0.263488939,-3.247745813,0.001163231,0.00500157
GRPR|2925,53.56054527,-0.855950531,0.278453544,-3.073943745,0.002112493,0.008288332
ELAVL2|1993,55.14017279,-0.856220031,0.307880732,-2.781012072,0.005418972,0.018140093
ALK|238,2.544607494,-0.85696633,0.269465431,-3.180245889,0.001471501,0.006114083
PALMD|54873,223.8349994,-0.857001121,0.159904665,-5.359450391,8.35E-08,1.41E-06
IDO2|169355,3.732253854,-0.857597575,0.227598248,-3.768032411,0.000164539,0.000964661
DYNLRB2|83657,1.877451264,-0.85762339,0.27435681,-3.125941685,0.001772367,0.007170503
PTCH2|8643,50.71527392,-0.857856837,0.17057317,-5.029260087,4.92E-07,6.45E-06
TPM2|7169,6951.44399,-0.858470648,0.1512867,-5.674462123,1.39E-08,3.06E-07
MME|4311,1385.49895,-0.858542366,0.249428189,-3.442042256,0.00057734,0.002777399
UNC45B|146862,1.493422192,-0.858951582,0.235268346,-3.650944114,0.000261278,0.001427997
NKX3-2|579,57.62203777,-0.859067209,0.179576418,-4.783853117,1.72E-06,1.93E-05
PEG10|23089,165.8148697,-0.859553336,0.269048755,-3.194786523,0.001399343,0.005864221
LHFP|10186,733.5441543,-0.859874833,0.130006471,-6.614092553,3.74E-11,1.82E-09
MT1M|4499,116.2842965,-0.859976228,0.255522476,-3.365560018,0.000763884,0.003512569
ECM2|1842,214.8223924,-0.860132171,0.179172822,-4.80057277,1.58E-06,1.79E-05
PHOSPHO1|162466,21.66083345,-0.860215741,0.175533643,-4.900574772,9.56E-07,1.15E-05
DTX3|196403,377.6272715,-0.860379508,0.131506642,-6.542479474,6.05E-11,2.74E-09
C18orf34|374864,3.51942157,-0.861994862,0.243958127,-3.533372194,0.000410294,0.002093664
PABPC5|140886,17.12487328,-0.862449574,0.155023283,-5.563355117,2.65E-08,5.28E-07
BTLA|151888,26.19049022,-0.862743384,0.190401317,-4.531183915,5.87E-06,5.47E-05
GUCA2A|2980,537.020754,-0.863410337,0.290294454,-2.974257083,0.002936989,0.010854538
IL12B|3593,3.086067587,-0.86347699,0.232360288,-3.716112591,0.000202311,0.001150273
FAM196B|100131897,5.32379837,-0.863993545,0.246273862,-3.508263279,0.000451042,0.002266888
FGF1|2246,68.01166148,-0.864235082,0.179208321,-4.822516489,1.42E-06,1.63E-05
TMEM35|59353,63.31822595,-0.86437261,0.22603321,-3.824095628,0.000131253,0.000795393
CHRNA6|8973,2.467589562,-0.864772163,0.257991275,-3.351943438,0.000802464,0.003663853
NPW|283869,30.19213324,-0.865192062,0.239010219,-3.619895697,0.000294722,0.001582666
LY9|4063,53.50342884,-0.86591041,0.204110578,-4.242359301,2.21E-05,0.000173323
ZNF418|147686,20.16368434,-0.866150267,0.169468711,-5.110974545,3.21E-07,4.51E-06
NXPH3|11248,182.9378079,-0.866315516,0.219497308,-3.946816126,7.92E-05,0.000515053
DFNA5|1687,170.3677324,-0.866316315,0.171584235,-5.048927225,4.44E-07,5.94E-06
THRB|7068,357.709518,-0.866480674,0.202844702,-4.271645581,1.94E-05,0.000154472
KIAA1614|57710,55.04876482,-0.866584948,0.118793166,-7.294905759,2.99E-13,2.77E-11
MUSTN1|389125,31.75190588,-0.867632539,0.162614924,-5.335503774,9.53E-08,1.57E-06
ITIH1|3697,1.204024953,-0.868252941,0.343645645,-2.526593758,0.011517464,0.033841647
CDH26|60437,15.51999836,-0.868274608,0.233904879,-3.712084205,0.00020556,0.001165518
LOC400043|400043,46.31596501,-0.868564468,0.16227335,-5.35247757,8.68E-08,1.46E-06
RIMKLB|57494,183.452512,-0.868909695,0.156076077,-5.567218969,2.59E-08,5.18E-07
C1orf190|541468,14.8510655,-0.869401182,0.160246097,-5.425412529,5.78E-08,1.03E-06
EBF1|1879,122.7348481,-0.869714469,0.138679959,-6.2713782,3.58E-10,1.30E-08
SLC9A9|285195,107.6021842,-0.869813709,0.151250649,-5.750809771,8.88E-09,2.06E-07
FHL5|9457,32.39562538,-0.8699108,0.146293417,-5.946342762,2.74E-09,7.48E-08
NMNAT2|23057,172.3094318,-0.870409049,0.245507395,-3.545347576,0.000392096,0.002015196
NOD2|64127,302.2064276,-0.872230495,0.142962519,-6.101113074,1.05E-09,3.38E-08
ZNF512B|57473,291.0781729,-0.872334121,0.133267602,-6.545732875,5.92E-11,2.68E-09
FSTL4|23105,34.02487913,-0.872446147,0.290705175,-3.001137312,0.002689732,0.010097479
PVALB|5816,1.558902902,-0.872524086,0.324225497,-2.691102626,0.007121628,0.022808828
SNCAIP|9627,230.6112728,-0.873140382,0.207539729,-4.207099938,2.59E-05,0.000198574
IGFBP5|3488,16310.22099,-0.873307129,0.164835444,-5.298054259,1.17E-07,1.88E-06
CYP8B1|1582,2.28027969,-0.873533243,0.238015922,-3.670062225,0.000242491,0.001341822
CPA4|51200,10.58170199,-0.873610926,0.219112925,-3.987035106,6.69E-05,0.000445983
TEKT2|27285,1.514105163,-0.873747597,0.282929491,-3.088216761,0.002013615,0.007968101
EMILIN1|11117,4173.132538,-0.873765906,0.146121232,-5.979732661,2.24E-09,6.28E-08
LPAR4|2846,4.998369534,-0.873802652,0.185927346,-4.699699489,2.61E-06,2.74E-05
PTPRT|11122,11.13307401,-0.873940348,0.259084339,-3.373188633,0.00074303,0.003433253
NEXN|91624,545.460807,-0.87409142,0.172892747,-5.055685892,4.29E-07,5.78E-06
DAAM2|23500,416.6649466,-0.874262258,0.136604231,-6.399964705,1.55E-10,6.22E-09
GRM6|2916,2.528732846,-0.874484839,0.208616268,-4.191834363,2.77E-05,0.000210563
STOX2|56977,8.291989299,-0.874914979,0.188470054,-4.642196268,3.45E-06,3.47E-05
SHE|126669,153.9127622,-0.874945353,0.135945903,-6.435981759,1.23E-10,5.01E-09
C15orf59|388135,26.7562422,-0.875593598,0.173466861,-5.0476131,4.47E-07,5.96E-06
CDKN2BAS|100048912,45.04632303,-0.875992483,0.299345203,-2.926362182,0.003429514,0.012352922
KCNF1|3754,27.44650192,-0.876101716,0.23239927,-3.769812687,0.00016337,0.000959494
MAP1A|4130,674.516597,-0.876273001,0.148569691,-5.898060315,3.68E-09,9.61E-08
TDRD10|126668,7.053587899,-0.876689532,0.172864574,-5.071539583,3.95E-07,5.37E-06
LOC100132354|100132354,22.24311842,-0.87730951,0.277776648,-3.158327076,0.001586774,0.006515875
COL11A1|1301,2360.042121,-0.877375583,0.24098403,-3.640803846,0.000271788,0.001477633
FAM13C|220965,86.92294646,-0.877905744,0.165878961,-5.292447817,1.21E-07,1.92E-06
KCTD4|386618,2.670977737,-0.878602705,0.246372887,-3.566150138,0.000362264,0.00188562
HOXD11|3237,164.525289,-0.880049141,0.262618054,-3.351061084,0.000805025,0.003671124
UPB1|51733,5.539883321,-0.880376812,0.208846351,-4.215428271,2.49E-05,0.000192049
C1orf173|127254,1.8385292,-0.880498887,0.34544257,-2.548900923,0.0108063,0.032110606
FBLL1|345630,10.90541011,-0.880575325,0.253944854,-3.467584839,0.000525158,0.002568381
SPAG17|200162,4.659569942,-0.880775223,0.302792113,-2.908844671,0.00362767,0.012938497
HOXD10|3236,147.6927811,-0.880983724,0.252646241,-3.487024861,0.000488426,0.002424309
OTOF|9381,17.58855426,-0.881290823,0.246042325,-3.581866755,0.000341148,0.001791093
HPSE2|60495,4.912812522,-0.881424973,0.24028802,-3.668201912,0.000244262,0.001349753
COL3A1|1281,92712.16597,-0.8817476,0.172590619,-5.108896461,3.24E-07,4.56E-06
GPC6|10082,449.8512934,-0.883202347,0.158533409,-5.57108027,2.53E-08,5.07E-07
RGS7BP|401190,23.67722899,-0.883396434,0.192075747,-4.599208628,4.24E-06,4.12E-05
ANKLE1|126549,28.49573101,-0.883546386,0.183168772,-4.823673678,1.41E-06,1.62E-05
ELMOD1|55531,3.527714748,-0.883601256,0.225865168,-3.912074021,9.15E-05,0.000583159
COL24A1|255631,52.51963805,-0.884102835,0.208661732,-4.237014751,2.27E-05,0.000176944
TMEM108|66000,19.45230571,-0.884623246,0.146357154,-6.044277463,1.50E-09,4.51E-08
FAM155B|27112,185.7581571,-0.88472723,0.334497821,-2.644941685,0.0081705,0.025514312
C8orf47|203111,82.81908929,-0.884998752,0.248994557,-3.554289542,0.000379002,0.001957458
MMP17|4326,100.3557698,-0.8852441,0.186108514,-4.756601833,1.97E-06,2.17E-05
KIF6|221458,12.51154476,-0.885446174,0.255453034,-3.466179907,0.00052791,0.002578057
PLAC2|257000,35.67948868,-0.885903196,0.209700295,-4.224615869,2.39E-05,0.000185236
FLJ22536|401237,28.91170277,-0.88617234,0.161366569,-5.491672432,3.98E-08,7.52E-07
WNT5B|81029,233.2613914,-0.886250942,0.161642511,-5.482783804,4.19E-08,7.85E-07
ZNF804A|91752,10.77806179,-0.886562302,0.192602372,-4.603070536,4.16E-06,4.06E-05
GPR62|118442,1.896886304,-0.886719336,0.243525719,-3.641173266,0.000271398,0.001476047
ARL10|285598,30.08757051,-0.886900769,0.147883156,-5.99730757,2.01E-09,5.76E-08
ZNF347|84671,113.8234054,-0.886986149,0.149994688,-5.913450402,3.35E-09,8.84E-08
TMEM72|643236,10.05838728,-0.887305149,0.290824028,-3.051003577,0.002280779,0.008827368
RANBP3L|202151,3.456102348,-0.88749533,0.31658924,-2.803302255,0.005058224,0.017144496
KRT23|25984,4011.306504,-0.887844708,0.3009515,-2.950125546,0.003176448,0.011591718
MUC12|10071,7393.742585,-0.888096361,0.252438181,-3.51807463,0.00043469,0.002196849
EML1|2009,356.5899431,-0.888220218,0.145756255,-6.09387376,1.10E-09,3.50E-08
LOC285548|285548,11.20416975,-0.888253478,0.191356639,-4.641874365,3.45E-06,3.47E-05
GPR17|2840,14.84099797,-0.889089048,0.210209693,-4.229534014,2.34E-05,0.000181866
SFMBT2|57713,58.08861683,-0.889245418,0.18032847,-4.931253615,8.17E-07,1.00E-05
XG|7499,22.48628697,-0.89066016,0.256232488,-3.475984508,0.000508982,0.002503965
KCNG3|170850,9.14385638,-0.891403782,0.220262948,-4.046998326,5.19E-05,0.000357871
TPSD1|23430,27.39339009,-0.89156455,0.320734574,-2.779758162,0.005439939,0.018203071
SYT2|127833,22.98915276,-0.891704645,0.16429952,-5.427311333,5.72E-08,1.02E-06
CLEC3B|7123,211.7361836,-0.891709976,0.135883083,-6.562332537,5.30E-11,2.46E-09
TGFB3|7043,616.4352641,-0.891925118,0.191394515,-4.660139379,3.16E-06,3.22E-05
GYPE|2996,4.731263523,-0.892080148,0.184829102,-4.82651345,1.39E-06,1.60E-05
PTGFR|5737,92.57601551,-0.89239482,0.179641272,-4.967649196,6.78E-07,8.50E-06
TRIM9|114088,43.66285779,-0.892815693,0.22221956,-4.017718748,5.88E-05,0.000397957
CDR1|1038,2.164990484,-0.892957144,0.260687123,-3.425397975,0.000613899,0.002929315
LRRC55|219527,22.20789683,-0.89370457,0.196650398,-4.54463647,5.50E-06,5.17E-05
SLC16A12|387700,4.264664887,-0.893713364,0.201294391,-4.439832413,9.00E-06,7.92E-05
DZIP1|22873,184.1007288,-0.89377174,0.14489751,-6.168302971,6.90E-10,2.31E-08
GPM6B|2824,91.21003776,-0.894274981,0.161011286,-5.55411365,2.79E-08,5.51E-07
IRF4|3662,190.1133963,-0.894698872,0.210608219,-4.24816693,2.16E-05,0.000169556
KLHL14|57565,17.63131364,-0.894772348,0.298372494,-2.99884328,0.002710067,0.010158559
PTPRS|5802,467.2336588,-0.895104588,0.177727183,-5.03639665,4.74E-07,6.25E-06
PRKG1|5592,127.4405765,-0.895125805,0.153728409,-5.822774132,5.79E-09,1.43E-07
AKR1C2|1646,250.8452913,-0.895232613,0.201590582,-4.440845425,8.96E-06,7.88E-05
C6orf168|84553,76.6507962,-0.895384753,0.208002921,-4.304673934,1.67E-05,0.000135518
