Feature,TP,FP,TN,FN,Info Gain,CART Phi,p value,Chi Squared,Accuracy,Sensitivity,Specificity,Precison,Recall,F-Measure
MKLN1,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
MKRN3,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
MRE11A,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
MTMR11,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
MTSS1L,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
MYO16,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
N4BP2L2,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
NAA15,4,7,264,104,0.185261961,0.009133882,0.516504611,0.804354794,0.707124011,0.037037037,0.974169742,0.363636364,0.037037037,0.067226891
NAV3,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
NCAM1,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
NCS1,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
NES,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
NFAM1,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
NFRKB,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
NOC3L,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
NOP14,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
NPAP1,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
NPC1,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
NPTN,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
OFD1,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
OR51E2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
OR6C75,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
OTUD4,4,8,263,104,0.184899574,0.006126385,0.74783199,0.958289886,0.704485488,0.037037037,0.970479705,0.333333333,0.037037037,0.066666667
PAPOLA,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PARK2,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
PAX2,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
PAX3,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PBRM1,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PCDHB16,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PCGF5,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PCLO,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PCNX,4,8,263,104,0.184899574,0.006126385,0.74783199,0.958289886,0.704485488,0.037037037,0.970479705,0.333333333,0.037037037,0.066666667
PDCD6IP,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
PDGFB,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PDS5B,4,7,264,104,0.185261961,0.009133882,0.516504611,0.804354794,0.707124011,0.037037037,0.974169742,0.363636364,0.037037037,0.067226891
PHF21A,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PHF3,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PIH1D3,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
PIM1,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PLXNB3,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
PNISR,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
PPIP5K2,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
PPP1CB,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PPP2R3B,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
PRDM2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
PRPF40A,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
PRSS27,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
PSMD11,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
PSME4,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
PUM1,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
PVRIG,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
RAB22A,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
RAB3GAP2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
RAB8A,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
RABGAP1L,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
RAD21,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
RANBP10,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
RCC2,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
RIMBP2,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
RIMS1,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
ROBO2,4,8,263,104,0.184899574,0.006126385,0.74783199,0.958289886,0.704485488,0.037037037,0.970479705,0.333333333,0.037037037,0.066666667
ROR2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
RP11-44F14.1,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
RUNX1,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
RYR2,4,8,263,104,0.184899574,0.006126385,0.74783199,0.958289886,0.704485488,0.037037037,0.970479705,0.333333333,0.037037037,0.066666667
SALL1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SALL4,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
SCN2B,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
SEC24A,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
SEC31A,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
SERTAD4,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SFN,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SGOL1,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
SH3BGRL2,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SH3KBP1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SH3PXD2A,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SKIDA1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SLC39A9,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
SLC4A3,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
SLC6A1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SLC8A1,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
SLCO3A1,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
SLITRK3,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
SNX20,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SOWAHA,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SOX17,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
SOX7,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SP4,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SPATA6,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SPOP,4,8,263,104,0.184899574,0.006126385,0.74783199,0.958289886,0.704485488,0.037037037,0.970479705,0.333333333,0.037037037,0.066666667
SREK1IP1,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
ST3GAL5,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
STAG1,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
STAMBP,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
STC1,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
SV2B,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
SYCP2,4,5,266,104,0.186653303,0.015148878,0.281632152,0.484511767,0.712401055,0.037037037,0.981549815,0.444444444,0.037037037,0.068376068
SYDE1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
SYNJ2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
SYTL1,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
TBX2,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
TCF3,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
TENM1,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
TGOLN2,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
THAP1,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
TIAM2,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
TMEM185B,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
TMEM198,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
TMEM2,4,2,269,104,0.191899817,0.024171372,0.057683948,0.102661487,0.720316623,0.037037037,0.992619926,0.666666667,0.037037037,0.070175439
TMEM43,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
TMEM60,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
TMEM67,4,3,268,104,0.18948688,0.021163874,0.105343079,0.203299103,0.7176781,0.037037037,0.988929889,0.571428571,0.037037037,0.069565217
TNXB,4,6,265,104,0.185827555,0.01214138,0.479751231,0.644245422,0.709762533,0.037037037,0.977859779,0.4,0.037037037,0.06779661
TOR3A,4,1,270,104,0.195671086,0.02717887,0.024641465,0.038483302,0.722955145,0.037037037,0.996309963,0.8,0.037037037,0.07079646
TOX,4,0,271,104,0.203956846,0.030186367,0.006333481,0.008583897,0.725593668,0.037037037,1,1,0.037037037,0.071428571
TPP2,4,4,267,104,0.18782572,0.018156376,0.231749986,0.334015527,0.715039578,0.037037037,0.985239852,0.5,0.037037037,0.068965517
